CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
281300.0,44.0,Male,50.0,7.0,0.0,15.0,Premium,Annual,565.64,10.0,0.0
379333.0,40.0,Male,58.0,23.0,0.0,13.0,Standard,Annual,796.33,30.0,0.0
68811.0,26.0,Female,27.0,6.0,6.0,1.0,Standard,Quarterly,936.0,23.0,1.0
266037.0,30.0,Male,7.0,4.0,1.0,11.0,Basic,Quarterly,526.34,5.0,0.0
151393.0,53.0,Female,30.0,24.0,8.0,15.0,Standard,Monthly,770.0,26.0,1.0
296779.0,35.0,Male,60.0,7.0,2.0,18.0,Standard,Quarterly,875.08,28.0,0.0
165634.0,65.0,Female,29.0,4.0,0.0,21.0,Basic,Monthly,506.0,6.0,1.0
286639.0,47.0,Male,21.0,23.0,1.0,0.0,Basic,Annual,586.43,13.0,0.0
163079.0,25.0,Female,28.0,22.0,0.0,21.0,Basic,Monthly,908.0,12.0,1.0
174105.0,21.0,Female,60.0,26.0,9.0,27.0,Basic,Monthly,778.0,3.0,1.0
343692.0,42.0,Female,36.0,10.0,1.0,18.0,Basic,Annual,555.31,15.0,0.0
74659.0,46.0,Female,33.0,20.0,8.0,11.0,Basic,Quarterly,169.0,2.0,1.0
221432.0,44.0,Female,59.0,7.0,8.0,17.0,Premium,Monthly,186.76,25.0,1.0
224463.0,25.0,Female,40.0,15.0,6.0,18.0,Standard,Annual,847.46,30.0,1.0
366140.0,48.0,Female,30.0,22.0,0.0,6.0,Basic,Quarterly,655.79,5.0,0.0
190555.0,61.0,Male,29.0,19.0,7.0,21.0,Standard,Quarterly,394.0,27.0,1.0
40883.0,60.0,Female,20.0,28.0,10.0,23.0,Premium,Annual,929.0,12.0,1.0
363746.0,29.0,Male,47.0,22.0,0.0,8.0,Standard,Quarterly,816.03,23.0,0.0
96680.0,60.0,Male,49.0,11.0,5.0,11.0,Premium,Annual,844.0,6.0,1.0
244829.0,56.0,Female,32.0,27.0,9.0,1.0,Standard,Annual,304.29,25.0,1.0
258174.0,24.0,Male,45.0,4.0,5.0,28.0,Premium,Quarterly,797.82,14.0,1.0
4077.0,62.0,Female,28.0,30.0,6.0,20.0,Basic,Quarterly,256.0,3.0,1.0
255401.0,32.0,Male,31.0,24.0,10.0,1.0,Standard,Monthly,487.48,25.0,1.0
9653.0,35.0,Male,27.0,1.0,6.0,25.0,Premium,Annual,826.0,7.0,1.0
422850.0,23.0,Male,33.0,29.0,0.0,6.0,Basic,Quarterly,840.25,9.0,0.0
296383.0,39.0,Male,43.0,26.0,3.0,14.0,Basic,Quarterly,878.09,17.0,0.0
178379.0,30.0,Female,51.0,16.0,0.0,26.0,Basic,Annual,449.0,13.0,1.0
203733.0,51.0,Male,41.0,8.0,5.0,5.0,Basic,Quarterly,323.0,19.0,1.0
71729.0,34.0,Female,25.0,4.0,5.0,6.0,Premium,Annual,901.0,24.0,1.0
385722.0,41.0,Male,59.0,8.0,2.0,7.0,Standard,Quarterly,632.61,6.0,0.0
68189.0,32.0,Male,35.0,18.0,1.0,16.0,Premium,Monthly,706.0,24.0,1.0
175139.0,43.0,Female,30.0,4.0,0.0,16.0,Basic,Annual,959.0,21.0,1.0
271802.0,32.0,Female,38.0,21.0,3.0,4.0,Basic,Annual,648.21,4.0,0.0
372307.0,48.0,Male,10.0,13.0,3.0,4.0,Standard,Annual,522.4,11.0,0.0
254644.0,47.0,Male,57.0,2.0,10.0,13.0,Premium,Monthly,591.9,28.0,1.0
176193.0,58.0,Male,45.0,22.0,2.0,27.0,Premium,Annual,202.0,15.0,1.0
119511.0,45.0,Male,24.0,15.0,5.0,20.0,Basic,Annual,962.0,30.0,1.0
200309.0,45.0,Female,45.0,12.0,9.0,18.0,Basic,Monthly,154.0,17.0,1.0
21734.0,26.0,Male,30.0,17.0,0.0,24.0,Premium,Monthly,999.0,12.0,1.0
175352.0,62.0,Female,44.0,20.0,4.0,7.0,Standard,Quarterly,446.0,7.0,1.0
312215.0,20.0,Male,25.0,14.0,2.0,1.0,Standard,Quarterly,598.95,27.0,0.0
265028.0,38.0,Female,30.0,9.0,3.0,1.0,Basic,Quarterly,584.82,15.0,0.0
308297.0,34.0,Female,18.0,20.0,3.0,18.0,Premium,Annual,998.73,3.0,0.0
202181.0,58.0,Female,50.0,16.0,2.0,17.0,Premium,Monthly,216.0,6.0,1.0
32473.0,41.0,Male,48.0,1.0,3.0,9.0,Premium,Annual,382.0,8.0,1.0
279346.0,43.0,Male,27.0,26.0,3.0,9.0,Premium,Quarterly,904.76,3.0,0.0
218971.0,62.0,Female,23.0,19.0,5.0,28.0,Basic,Quarterly,858.65,24.0,1.0
55060.0,60.0,Male,18.0,25.0,7.0,17.0,Premium,Annual,782.0,10.0,1.0
399932.0,38.0,Female,25.0,21.0,0.0,2.0,Standard,Annual,561.18,4.0,0.0
292709.0,32.0,Female,51.0,18.0,3.0,8.0,Basic,Annual,691.36,7.0,0.0
302429.0,41.0,Male,33.0,29.0,1.0,14.0,Basic,Annual,594.71,21.0,0.0
189985.0,22.0,Male,40.0,19.0,6.0,29.0,Standard,Monthly,315.0,24.0,1.0
236191.0,64.0,Female,9.0,19.0,7.0,22.0,Basic,Annual,437.66,12.0,1.0
398825.0,33.0,Female,53.0,28.0,0.0,5.0,Premium,Quarterly,539.9,15.0,0.0
386948.0,43.0,Male,24.0,14.0,0.0,10.0,Basic,Quarterly,932.21,5.0,0.0
372642.0,27.0,Female,47.0,3.0,2.0,15.0,Standard,Annual,887.44,11.0,0.0
362039.0,36.0,Male,24.0,28.0,2.0,8.0,Basic,Quarterly,929.9,15.0,0.0
233826.0,59.0,Male,6.0,11.0,7.0,12.0,Premium,Monthly,554.49,24.0,1.0
401946.0,24.0,Male,30.0,19.0,0.0,11.0,Basic,Annual,755.34,5.0,0.0
60228.0,35.0,Female,19.0,4.0,6.0,0.0,Standard,Monthly,869.0,4.0,1.0
267393.0,41.0,Female,32.0,17.0,4.0,19.0,Premium,Annual,614.78,1.0,0.0
10083.0,48.0,Female,30.0,4.0,3.0,19.0,Standard,Quarterly,402.0,19.0,1.0
373613.0,39.0,Male,3.0,30.0,2.0,20.0,Standard,Quarterly,936.56,16.0,0.0
68057.0,63.0,Male,43.0,22.0,0.0,0.0,Premium,Annual,970.0,20.0,1.0
10115.0,54.0,Male,50.0,29.0,3.0,14.0,Basic,Annual,870.0,16.0,1.0
85223.0,32.0,Male,43.0,23.0,6.0,4.0,Premium,Annual,366.0,24.0,1.0
90541.0,61.0,Male,38.0,29.0,4.0,0.0,Basic,Quarterly,975.0,7.0,1.0
281286.0,49.0,Male,47.0,10.0,4.0,2.0,Standard,Quarterly,668.04,7.0,0.0
346530.0,34.0,Male,33.0,6.0,3.0,4.0,Premium,Quarterly,755.42,19.0,0.0
419053.0,41.0,Female,39.0,5.0,1.0,8.0,Basic,Quarterly,812.63,10.0,0.0
290496.0,38.0,Male,8.0,16.0,0.0,14.0,Premium,Quarterly,712.83,23.0,0.0
40419.0,57.0,Male,40.0,22.0,8.0,20.0,Premium,Annual,977.0,14.0,1.0
432208.0,34.0,Male,13.0,11.0,3.0,3.0,Basic,Quarterly,832.22,14.0,0.0
396838.0,46.0,Male,57.0,16.0,0.0,8.0,Premium,Annual,728.94,9.0,0.0
132932.0,41.0,Male,17.0,29.0,7.0,5.0,Premium,Monthly,980.0,16.0,1.0
335951.0,23.0,Male,25.0,29.0,1.0,10.0,Premium,Annual,725.99,5.0,0.0
417136.0,42.0,Male,41.0,10.0,3.0,11.0,Basic,Annual,756.14,22.0,0.0
200074.0,19.0,Female,23.0,4.0,10.0,24.0,Premium,Annual,645.0,11.0,1.0
124635.0,28.0,Male,31.0,13.0,1.0,30.0,Standard,Quarterly,973.0,12.0,1.0
46619.0,56.0,Male,28.0,30.0,10.0,16.0,Premium,Quarterly,105.0,6.0,1.0
39743.0,57.0,Male,44.0,16.0,9.0,27.0,Standard,Annual,311.0,6.0,1.0
240137.0,61.0,Female,36.0,27.0,5.0,23.0,Basic,Annual,640.47,27.0,1.0
82287.0,32.0,Male,1.0,30.0,4.0,7.0,Standard,Annual,229.0,6.0,1.0
251488.0,36.0,Male,21.0,4.0,6.0,27.0,Basic,Monthly,302.55,12.0,1.0
122726.0,49.0,Male,38.0,2.0,10.0,16.0,Basic,Monthly,912.0,11.0,1.0
130057.0,43.0,Female,9.0,10.0,0.0,25.0,Basic,Monthly,424.0,4.0,1.0
212716.0,31.0,Male,50.0,28.0,6.0,13.0,Basic,Monthly,906.31,10.0,1.0
132355.0,52.0,Male,50.0,24.0,3.0,8.0,Standard,Annual,228.0,30.0,1.0
14087.0,24.0,Male,34.0,30.0,1.0,4.0,Standard,Annual,581.0,26.0,0.0
102553.0,41.0,Female,58.0,25.0,5.0,24.0,Standard,Monthly,240.0,11.0,1.0
326467.0,32.0,Female,4.0,8.0,1.0,17.0,Standard,Quarterly,869.16,9.0,0.0
276360.0,41.0,Male,4.0,7.0,3.0,12.0,Standard,Quarterly,686.42,10.0,0.0
348171.0,47.0,Male,39.0,2.0,2.0,20.0,Standard,Quarterly,572.93,28.0,0.0
114347.0,30.0,Male,35.0,26.0,9.0,11.0,Premium,Annual,993.0,16.0,1.0
408492.0,35.0,Male,31.0,5.0,2.0,10.0,Basic,Quarterly,923.0,25.0,0.0
310545.0,50.0,Male,45.0,21.0,1.0,6.0,Standard,Annual,627.22,7.0,0.0
291806.0,25.0,Male,10.0,19.0,2.0,2.0,Basic,Annual,977.27,10.0,0.0
19279.0,44.0,Female,41.0,30.0,7.0,8.0,Basic,Annual,284.0,20.0,1.0
83767.0,64.0,Female,16.0,28.0,8.0,17.0,Standard,Monthly,491.0,1.0,1.0
188241.0,30.0,Male,36.0,27.0,3.0,17.0,Standard,Annual,893.0,27.0,0.0
226613.0,33.0,Male,45.0,17.0,6.0,20.0,Premium,Monthly,606.63,8.0,1.0
337265.0,41.0,Male,9.0,11.0,3.0,3.0,Standard,Quarterly,608.79,29.0,0.0
120227.0,21.0,Male,2.0,2.0,5.0,12.0,Standard,Annual,153.0,26.0,1.0
400148.0,45.0,Male,26.0,25.0,0.0,10.0,Premium,Annual,555.8,27.0,0.0
341568.0,47.0,Male,49.0,8.0,2.0,1.0,Basic,Quarterly,708.45,23.0,0.0
180213.0,37.0,Female,14.0,23.0,6.0,14.0,Basic,Quarterly,309.0,9.0,1.0
27132.0,40.0,Male,5.0,10.0,8.0,25.0,Premium,Quarterly,603.0,1.0,1.0
353370.0,37.0,Male,16.0,18.0,2.0,12.0,Premium,Quarterly,915.08,1.0,0.0
20929.0,25.0,Male,20.0,5.0,2.0,13.0,Standard,Quarterly,125.0,20.0,1.0
252807.0,63.0,Male,25.0,9.0,2.0,4.0,Premium,Quarterly,202.43,7.0,1.0
315459.0,47.0,Male,12.0,18.0,0.0,20.0,Premium,Annual,628.62,11.0,0.0
70095.0,42.0,Female,21.0,10.0,10.0,11.0,Basic,Monthly,757.0,11.0,1.0
112549.0,59.0,Female,38.0,8.0,1.0,7.0,Standard,Annual,712.0,22.0,1.0
173807.0,20.0,Female,43.0,8.0,6.0,0.0,Premium,Quarterly,387.0,8.0,1.0
103739.0,55.0,Male,39.0,16.0,8.0,9.0,Standard,Quarterly,277.0,11.0,1.0
183218.0,37.0,Male,36.0,15.0,10.0,17.0,Basic,Annual,342.0,17.0,1.0
278390.0,39.0,Male,26.0,14.0,3.0,0.0,Standard,Annual,970.5,28.0,0.0
58853.0,50.0,Female,9.0,3.0,9.0,12.0,Basic,Monthly,682.0,12.0,1.0
432028.0,30.0,Male,44.0,12.0,1.0,8.0,Premium,Annual,576.24,18.0,0.0
387128.0,47.0,Male,15.0,24.0,3.0,20.0,Premium,Quarterly,823.07,29.0,0.0
410400.0,21.0,Male,27.0,28.0,2.0,11.0,Standard,Annual,609.53,4.0,0.0
238665.0,64.0,Female,55.0,28.0,1.0,11.0,Standard,Annual,182.46,25.0,1.0
425592.0,45.0,Male,16.0,24.0,1.0,9.0,Basic,Quarterly,664.73,19.0,0.0
173236.0,25.0,Male,17.0,15.0,0.0,18.0,Basic,Monthly,858.0,19.0,1.0
242749.0,43.0,Male,35.0,25.0,6.0,6.0,Basic,Annual,114.6,9.0,1.0
365915.0,35.0,Male,9.0,23.0,3.0,7.0,Standard,Quarterly,799.93,29.0,0.0
362370.0,37.0,Male,12.0,22.0,0.0,0.0,Premium,Quarterly,811.43,21.0,0.0
135156.0,61.0,Female,6.0,19.0,3.0,2.0,Premium,Monthly,952.0,19.0,1.0
283791.0,25.0,Male,21.0,26.0,2.0,19.0,Premium,Quarterly,720.84,2.0,0.0
70941.0,36.0,Male,28.0,11.0,7.0,27.0,Basic,Monthly,783.0,29.0,1.0
258038.0,47.0,Female,49.0,16.0,6.0,29.0,Premium,Quarterly,943.7,16.0,1.0
310194.0,49.0,Male,27.0,12.0,0.0,0.0,Basic,Annual,533.28,12.0,0.0
18791.0,34.0,Male,33.0,15.0,3.0,9.0,Premium,Quarterly,791.0,21.0,0.0
232360.0,65.0,Female,10.0,28.0,4.0,7.0,Premium,Quarterly,705.14,5.0,1.0
210990.0,59.0,Male,2.0,15.0,2.0,5.0,Premium,Monthly,943.21,8.0,1.0
284692.0,46.0,Male,56.0,19.0,2.0,2.0,Premium,Annual,894.15,9.0,0.0
312474.0,24.0,Male,25.0,17.0,1.0,11.0,Premium,Annual,894.5,11.0,0.0
50546.0,23.0,Female,43.0,2.0,7.0,18.0,Premium,Monthly,997.0,11.0,1.0
43478.0,25.0,Female,49.0,16.0,1.0,3.0,Standard,Monthly,291.0,5.0,1.0
181739.0,54.0,Female,19.0,18.0,6.0,3.0,Standard,Monthly,697.0,8.0,1.0
305863.0,44.0,Female,30.0,12.0,2.0,12.0,Premium,Quarterly,921.96,13.0,0.0
264265.0,46.0,Male,22.0,27.0,0.0,14.0,Standard,Quarterly,898.54,4.0,0.0
246172.0,44.0,Female,19.0,28.0,9.0,1.0,Standard,Quarterly,166.24,27.0,1.0
169084.0,57.0,Female,14.0,7.0,6.0,25.0,Standard,Annual,664.0,22.0,1.0
272722.0,43.0,Female,19.0,13.0,2.0,3.0,Basic,Annual,784.12,15.0,0.0
398854.0,32.0,Female,25.0,25.0,0.0,15.0,Standard,Quarterly,763.62,11.0,0.0
21097.0,23.0,Female,59.0,14.0,7.0,23.0,Basic,Monthly,898.0,23.0,1.0
86059.0,40.0,Female,41.0,28.0,0.0,28.0,Premium,Quarterly,900.0,19.0,1.0
288946.0,36.0,Female,11.0,16.0,1.0,19.0,Premium,Quarterly,576.05,10.0,0.0
351633.0,29.0,Male,48.0,1.0,0.0,18.0,Basic,Annual,719.38,5.0,0.0
85825.0,18.0,Male,19.0,8.0,4.0,28.0,Premium,Annual,439.0,26.0,1.0
288488.0,40.0,Male,3.0,14.0,1.0,18.0,Standard,Quarterly,851.8,22.0,0.0
311611.0,47.0,Male,57.0,22.0,4.0,13.0,Basic,Annual,999.96,26.0,0.0
168206.0,43.0,Female,12.0,30.0,9.0,20.0,Premium,Quarterly,704.0,5.0,1.0
162220.0,27.0,Male,31.0,12.0,0.0,29.0,Standard,Monthly,655.0,19.0,1.0
91146.0,41.0,Female,5.0,7.0,4.0,0.0,Premium,Quarterly,164.0,30.0,1.0
159793.0,23.0,Female,40.0,22.0,5.0,12.0,Basic,Annual,841.0,23.0,1.0
231062.0,58.0,Female,27.0,19.0,4.0,15.0,Standard,Quarterly,257.6,15.0,1.0
399814.0,27.0,Male,28.0,25.0,1.0,3.0,Premium,Quarterly,638.07,19.0,0.0
281440.0,39.0,Male,14.0,18.0,0.0,19.0,Standard,Annual,568.48,15.0,0.0
51284.0,44.0,Female,43.0,11.0,10.0,20.0,Standard,Annual,560.0,18.0,1.0
166803.0,48.0,Male,29.0,26.0,5.0,9.0,Basic,Monthly,538.0,9.0,1.0
169963.0,53.0,Male,34.0,9.0,8.0,2.0,Standard,Quarterly,465.0,2.0,1.0
310830.0,22.0,Male,18.0,24.0,0.0,4.0,Basic,Quarterly,872.52,16.0,0.0
273220.0,48.0,Male,60.0,11.0,3.0,18.0,Standard,Quarterly,804.75,13.0,0.0
294340.0,29.0,Male,5.0,10.0,0.0,0.0,Standard,Annual,843.48,22.0,0.0
265252.0,38.0,Male,3.0,1.0,3.0,17.0,Premium,Quarterly,830.72,30.0,0.0
362484.0,39.0,Male,7.0,7.0,3.0,8.0,Basic,Annual,691.51,11.0,0.0
441009.0,40.0,Female,2.0,15.0,1.0,12.0,Standard,Annual,609.55,9.0,0.0
402839.0,34.0,Male,30.0,8.0,3.0,7.0,Premium,Quarterly,681.1,25.0,0.0
93653.0,20.0,Male,6.0,23.0,3.0,23.0,Basic,Monthly,694.0,26.0,1.0
132651.0,39.0,Female,13.0,8.0,7.0,12.0,Premium,Monthly,723.0,6.0,1.0
382003.0,43.0,Male,46.0,26.0,4.0,4.0,Standard,Annual,583.83,4.0,0.0
227081.0,43.0,Male,55.0,28.0,4.0,3.0,Premium,Monthly,727.09,23.0,1.0
125662.0,41.0,Female,60.0,16.0,6.0,14.0,Basic,Quarterly,374.0,20.0,1.0
60720.0,49.0,Female,32.0,21.0,7.0,21.0,Basic,Quarterly,928.0,24.0,1.0
117306.0,58.0,Male,7.0,3.0,0.0,12.0,Standard,Monthly,738.0,22.0,1.0
43994.0,40.0,Male,11.0,4.0,9.0,17.0,Standard,Quarterly,411.0,12.0,1.0
165570.0,23.0,Female,44.0,23.0,7.0,11.0,Premium,Monthly,776.0,4.0,1.0
351452.0,24.0,Female,9.0,1.0,2.0,16.0,Premium,Annual,870.57,1.0,0.0
193019.0,20.0,Male,35.0,18.0,8.0,4.0,Basic,Annual,246.0,21.0,1.0
300599.0,39.0,Male,50.0,3.0,1.0,13.0,Premium,Annual,775.55,4.0,0.0
200448.0,20.0,Female,19.0,17.0,1.0,9.0,Basic,Monthly,217.0,4.0,1.0
419275.0,50.0,Male,8.0,13.0,3.0,1.0,Basic,Quarterly,977.2,28.0,0.0
430101.0,44.0,Male,34.0,21.0,1.0,8.0,Basic,Annual,698.92,19.0,0.0
67971.0,30.0,Male,4.0,19.0,1.0,4.0,Basic,Annual,162.0,3.0,1.0
94029.0,29.0,Female,50.0,15.0,9.0,22.0,Standard,Monthly,341.0,27.0,1.0
120856.0,58.0,Male,53.0,6.0,3.0,1.0,Basic,Annual,295.0,6.0,1.0
409986.0,34.0,Female,43.0,11.0,2.0,10.0,Standard,Quarterly,717.04,5.0,0.0
361582.0,18.0,Male,38.0,23.0,1.0,13.0,Basic,Quarterly,950.45,23.0,0.0
441333.0,37.0,Male,10.0,30.0,3.0,18.0,Standard,Annual,758.69,27.0,0.0
281200.0,40.0,Female,57.0,27.0,3.0,14.0,Basic,Annual,605.36,1.0,0.0
400611.0,39.0,Male,27.0,20.0,3.0,7.0,Standard,Quarterly,591.97,25.0,0.0
187219.0,26.0,Female,16.0,16.0,3.0,12.0,Basic,Quarterly,587.0,5.0,1.0
96145.0,60.0,Male,45.0,3.0,9.0,23.0,Basic,Annual,348.0,25.0,1.0
345104.0,34.0,Female,60.0,1.0,1.0,19.0,Standard,Annual,788.48,3.0,0.0
263956.0,31.0,Male,44.0,30.0,0.0,15.0,Premium,Quarterly,548.8,6.0,0.0
243542.0,39.0,Female,25.0,17.0,8.0,27.0,Standard,Annual,679.02,25.0,1.0
352173.0,32.0,Male,32.0,3.0,1.0,16.0,Basic,Annual,967.79,14.0,0.0
147972.0,45.0,Male,33.0,20.0,6.0,4.0,Basic,Quarterly,959.0,11.0,1.0
95110.0,54.0,Female,17.0,18.0,7.0,19.0,Standard,Monthly,239.0,4.0,1.0
426907.0,26.0,Male,33.0,15.0,2.0,9.0,Standard,Annual,829.66,29.0,0.0
221159.0,41.0,Female,46.0,7.0,5.0,19.0,Premium,Annual,366.85,19.0,1.0
236795.0,50.0,Female,30.0,13.0,2.0,6.0,Basic,Monthly,496.24,8.0,1.0
113353.0,51.0,Female,41.0,2.0,10.0,21.0,Basic,Monthly,465.0,11.0,1.0
238656.0,27.0,Female,14.0,23.0,3.0,10.0,Basic,Quarterly,862.08,15.0,1.0
48413.0,34.0,Male,47.0,30.0,10.0,7.0,Standard,Annual,653.0,3.0,1.0
355142.0,24.0,Male,49.0,21.0,1.0,15.0,Standard,Quarterly,726.23,13.0,0.0
33852.0,60.0,Male,9.0,13.0,5.0,16.0,Premium,Monthly,842.0,13.0,1.0
352557.0,20.0,Male,51.0,8.0,2.0,15.0,Premium,Annual,846.22,11.0,0.0
137706.0,63.0,Male,19.0,12.0,1.0,22.0,Premium,Monthly,551.0,24.0,1.0
332516.0,41.0,Male,41.0,1.0,3.0,1.0,Basic,Annual,901.25,2.0,0.0
321601.0,38.0,Male,33.0,22.0,1.0,12.0,Premium,Quarterly,832.76,19.0,0.0
426706.0,49.0,Male,47.0,20.0,1.0,16.0,Standard,Annual,882.71,5.0,0.0
140615.0,55.0,Female,23.0,1.0,3.0,29.0,Standard,Quarterly,542.0,4.0,1.0
158568.0,35.0,Female,23.0,24.0,9.0,6.0,Basic,Annual,551.0,18.0,1.0
15366.0,45.0,Male,36.0,9.0,7.0,5.0,Standard,Annual,476.0,23.0,1.0
80195.0,46.0,Female,50.0,4.0,2.0,24.0,Standard,Quarterly,395.0,7.0,1.0
363405.0,33.0,Male,47.0,18.0,2.0,14.0,Premium,Quarterly,581.59,10.0,0.0
191699.0,40.0,Female,30.0,23.0,5.0,27.0,Standard,Quarterly,928.0,21.0,1.0
438894.0,46.0,Female,32.0,20.0,1.0,18.0,Premium,Annual,794.57,10.0,0.0
32437.0,55.0,Male,24.0,1.0,7.0,13.0,Premium,Monthly,109.0,15.0,1.0
86305.0,25.0,Male,22.0,26.0,10.0,15.0,Standard,Annual,242.0,18.0,1.0
164071.0,36.0,Female,7.0,16.0,2.0,10.0,Premium,Quarterly,343.0,3.0,1.0
389717.0,30.0,Male,52.0,7.0,0.0,2.0,Premium,Quarterly,863.79,20.0,0.0
139236.0,36.0,Male,58.0,27.0,6.0,26.0,Premium,Quarterly,191.0,22.0,1.0
428891.0,34.0,Male,21.0,21.0,1.0,7.0,Standard,Quarterly,641.29,23.0,0.0
364554.0,23.0,Male,31.0,27.0,1.0,7.0,Standard,Annual,972.7,20.0,0.0
375331.0,32.0,Female,31.0,11.0,2.0,14.0,Basic,Annual,729.42,7.0,0.0
431439.0,28.0,Male,8.0,11.0,1.0,9.0,Basic,Annual,654.93,9.0,0.0
284709.0,37.0,Male,22.0,19.0,0.0,3.0,Premium,Annual,865.05,16.0,0.0
403614.0,49.0,Male,40.0,11.0,0.0,2.0,Standard,Quarterly,696.63,16.0,0.0
400273.0,46.0,Male,21.0,20.0,4.0,7.0,Basic,Quarterly,878.66,1.0,0.0
430372.0,47.0,Male,60.0,17.0,0.0,12.0,Premium,Annual,888.65,4.0,0.0
182273.0,24.0,Female,22.0,6.0,2.0,19.0,Premium,Monthly,307.0,16.0,1.0
262841.0,23.0,Female,40.0,17.0,1.0,15.0,Basic,Quarterly,984.3,11.0,0.0
201502.0,54.0,Female,40.0,4.0,10.0,1.0,Basic,Annual,651.0,29.0,1.0
373491.0,30.0,Male,10.0,7.0,1.0,4.0,Basic,Annual,977.36,3.0,0.0
298966.0,27.0,Male,5.0,2.0,2.0,12.0,Premium,Annual,772.83,26.0,0.0
60971.0,56.0,Female,56.0,22.0,9.0,14.0,Standard,Quarterly,871.0,6.0,1.0
258322.0,33.0,Female,12.0,30.0,4.0,24.0,Premium,Monthly,120.99,2.0,1.0
211099.0,58.0,Female,24.0,17.0,1.0,0.0,Standard,Monthly,687.14,2.0,1.0
379892.0,21.0,Female,2.0,26.0,2.0,13.0,Premium,Annual,507.72,10.0,0.0
287116.0,34.0,Male,48.0,29.0,3.0,11.0,Standard,Annual,966.64,10.0,0.0
138657.0,55.0,Female,40.0,5.0,8.0,14.0,Premium,Monthly,729.0,15.0,1.0
254730.0,65.0,Male,13.0,13.0,6.0,11.0,Standard,Annual,819.72,20.0,1.0
112266.0,55.0,Male,42.0,8.0,1.0,22.0,Standard,Annual,356.0,12.0,1.0
298162.0,43.0,Male,2.0,9.0,4.0,20.0,Premium,Quarterly,819.58,30.0,0.0
76240.0,51.0,Male,10.0,22.0,7.0,13.0,Basic,Annual,799.0,19.0,1.0
432932.0,21.0,Male,45.0,24.0,0.0,0.0,Standard,Quarterly,701.88,13.0,0.0
